# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : MassHunterQual.IDENTIFIED_UNIDENTIFIED_COMPOUNDS.Pooled Blood Pos_2018_Aug_02_16_40_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Thu Aug 02 16:42:19 EDT 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,48_T1,48_T2,48_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,Alignment Value,Annotations,CAS Number,ChEBI ID,Compound Name,Retention Time,MS1 Composite Spectrum,Mass,Ionization mode,Formula,Frequency,CompoundAlgo
680.4364@12.028006,1,1,1,1,68101,75309,78151,43540,165694,68801,63108,71367,67811,1,57010,80978,105791,1,125946,46438,95166,1,1,1,60781,1,1,125822,1,211599,246262,277974,261161,138533,272696,199530,108373,1,100462,110329,1,104306,191947,207485,230543,56433,306512,291410,147849,167421,145295,,,,,680.4364@12.028006,12.028006,"(681.4494, 13350.94)(682.454, 6756.2)",680.4364,,,39,FindByFormula
C32H36N2O8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,93592,91685,1,1,1,1,1,1,1,35423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,"C32H36N2O8 [ C32 H36 N2 O8, tgt=, overall=73.07, db=73.07 ]",,,C32H36N2O8,4.9759984,"(289.1312, 18184.55)(289.6326, 5090.86)",576.2461,,C32 H36 N2 O8,50,FindByFormula
C12H26N6,1,17911,8956,40556,32501,55422,39578,24383,39842,36550,31643,36534,41759,37307,33899,31678,56462,43596,38462,32554,56084,35658,50565,46687,39393,50415,39328,53448,66294,108923,87201,85369,87688,67796,75842,98771,91332,70087,39064,40885,44342,42138,57687,75046,72402,38812,54706,55729,41077,66025,47240,,"C12H26N6 [ C12 H26 N6, tgt=, overall=79.34, db=79.34 ]",,,C12H26N6,12.001001,"(255.229, 11714.22)(256.2323, 2200.95)",254.2265,,C12 H26 N6,50,FindByFormula
596.3114@10.752007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,81524,104028,1,1,1,1,1,1,1,68558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,596.3114@10.752007,10.752007,"(597.3178, 6757.07)(598.3246, 2411.04)",596.3114,,,50,FindByFormula
C26H34O9,1,1,1,77808,81800,60041,67267,24831,71413,56925,48248,60471,39911,36196,34073,28459,103250,67841,55801,51760,54580,41319,61923,50404,40606,66667,41154,32226,41699,52727,44947,47452,44684,52773,46447,56539,43443,32753,1,1,1,1,53241,74208,15962,1,68918,1,14136,18333,41977,,"C26H34O9 [ C26 H34 O9, tgt=, overall=78.27, db=78.27 ]",,,C26H34O9,6.9019995,"(491.228, 10059.61)(492.2312, 2420.76)",490.2187,,C26 H34 O9,50,FindByFormula
C25H48N2S2,1,1,1,102839,64130,106429,64232,28650,63049,31355,48056,62084,37737,46585,48603,21026,80560,68439,47775,86193,56778,41014,67176,39179,39107,78360,57588,27175,35377,51883,51516,52199,32660,35392,31916,92255,108379,65720,42117,1,1,1,102485,73022,1,20677,1,1,5783,34293,16024,,"C25H48N2S2 [ C25 H48 N2 S2, tgt=, overall=59.78, db=59.78 ]",,,C25H48N2S2,12.657001,"(441.3315, 9009.99)(442.3351, 2533.36)",440.3238,,C25 H48 N2 S2,50,FindByFormula
C27H48N8O13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11395,1,44786,1,1,1,1,1,1,1,1,30921,22789,47663,29715,48118,39051,51130,65134,92775,48904,60519,30848,16394,19447,1,10193,78990,101720,1,120629,70647,19007,1,1,,"C27H48N8O13 [ C27 H48 N8 O13, tgt=, overall=70.47, db=70.47 ]",,,C27H48N8O13,11.658998,"(693.3404, 12540.93)(694.3437, 4697.77)",692.325,,C27 H48 N8 O13,50,FindByFormula
C32H56N10O10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13650,23048,1,1,1,1,1,1,14278,1,1,1,15488,11711,30762,36908,56504,17278,41574,65013,91763,44166,54567,49076,20586,15919,35756,11081,123589,70135,1,125273,49477,11415,31546,38072,,"C32H56N10O10 [ C32 H56 N10 O10, tgt=, overall=39.22, db=39.22 ]",,,C32H56N10O10,11.725,"(741.4312, 20047.58)(742.4347, 8833.33)",740.4182,,C32 H56 N10 O10,50,FindByFormula
C35H69O8P,1,1,1,92515,136237,97770,74095,150539,44228,1,1,1,1,1,1,1,65363,73578,1,65796,1,1,1,1,1,98745,1,1,1,1,26262,1,1,1,1,1,1,1,80417,1,1,1,57893,48676,1,1,1,1,1,1,1,,"C35H69O8P [ C35 H69 O8 P, tgt=, overall=49.62, db=49.62 ]",,,C35H69O8P,14.265996,"(649.4764, 5755.83)(650.479, 2521.13)",648.4644,,C35 H69 O8 P,50,FindByFormula
C23H46N2O2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14114,12402,1,1,1,1,1,1,1,1,1,1,1,19810,1,1,37944,23037,29295,1,1,1,1,1,1,85509,1,1,31969,55737,109488,1,1,87930,78643,1,1,,"C23H46N2O2 [ C23 H46 N2 O2, tgt=, overall=67.20, db=67.20 ]",,,C23H46N2O2,14.453001,"(383.3654, 7804.03)(384.3658, 2429.77)",382.3564,,C23 H46 N2 O2,38,FindByFormula
C29H45NO7,1,1,1,201424,327831,221253,194252,178424,187321,228306,234828,239850,206488,186431,168212,244111,293562,267565,202828,195461,213011,249546,218311,249283,240393,185255,189078,225579,391769,518342,213379,348556,352306,452546,306618,358622,303430,305383,347906,304235,337856,437306,171015,376272,230286,1,468694,292328,214096,256036,415868,,"C29H45NO7 [ C29 H45 N O7, tgt=, overall=36.41, db=36.41 ]",,,C29H45NO7,11.235997,"(520.3317, 13338.92)(521.3353, 2448.24)",519.3218,,C29 H45 N O7,50,FindByFormula
C23H32N6O10,1,1,1,36035,30296,37380,21224,11205,21909,1,13784,15117,38383,35967,26354,27659,52125,37090,37546,15398,30838,33387,66052,71808,29111,22494,13949,37358,47229,69411,87828,93628,98383,95004,104367,123747,43495,38050,19238,1,1,1,1,1,1,1,32765,1,1,1,44565,,"C23H32N6O10 [ C23 H32 N6 O10, tgt=, overall=78.80, db=78.80 ]",,,C23H32N6O10,8.868004,"(277.1172, 6822.24)(553.2246, 12466.94)(554.228, 3454.22)",552.2183,,C23 H32 N6 O10,50,FindByFormula
C33H42O5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43606,67440,20698,23533,1,1,1,1,41355,18758,1,1,42974,26834,39547,29901,37578,1,1,55919,72470,49408,67611,91570,29585,1,1,1,1,1,1,1,44429,27656,1,1,,"C33H42O5 [ C33 H42 O5, tgt=, overall=50.49, db=50.49 ]",,,C33H42O5,11.722994,"(519.3076, 9890.63)(520.3139, 5538.11)",518.301,,C33 H42 O5,42,FindByFormula
C28H50O4,1,1,1,69801,52765,82817,63727,1,31352,14798,70693,83872,1,46774,69190,65637,43502,52140,74684,1,65134,59425,59047,83973,44044,69575,68075,1,110241,179917,185293,187872,220624,72772,134445,105925,126116,59226,1,232727,176596,242942,168542,168725,232656,110432,1,1,151802,184856,153094,,"C28H50O4 [ C28 H50 O4, tgt=, overall=63.74, db=63.74 ]",,,C28H50O4,12.685998,"(451.3751, 6107.1)(452.3788, 1790.77)",450.3656,,C28 H50 O4,48,FindByFormula
C17H34N2O5S,1,1,1,1,1,172520,77515,1,1,1,1,1,146576,189645,251144,1,56299,1,1,1,1,1,1,1,1,59904,1,206593,61857,182923,32561,56892,33776,87899,48531,105834,1,57989,324965,1,53802,1,3676,1,1,1,1,22788,48907,42478,54669,,"C17H34N2O5S [ C17 H34 N2 O5 S, tgt=, overall=64.87, db=64.87 ]",,,C17H34N2O5S,11.424005,"(379.2295, 4524.73)(380.233, 1075.31)(381.2263, 25158.49)",378.2109,,C17 H34 N2 O5 S,49,FindByFormula
1133.738@11.390999,1,1,1,141535,127764,126292,116335,74555,103651,111231,99551,102817,118171,107328,98439,93568,114138,93667,89080,1,97029,104480,116074,121847,102908,112966,103894,99080,112888,1,1,1,99174,1,85895,102049,1,97830,91220,1,1,1,60397,1,95446,1,1,1,1,1,1,,,,,1133.738@11.390999,11.390999,"(567.8811, 4740.44)(568.3808, 2769.19)",1133.738,,,35,FindByFormula
C25H32O8,1,1,1,41957,31566,40359,56966,16685,30308,42854,21067,31380,38955,27733,19296,29306,75509,44843,59172,20738,34478,35534,32491,48846,41339,34626,28505,25606,44073,62976,79339,95931,85712,44584,57757,105482,48251,44832,1,1,1,1,32973,64461,1,1,76452,1,1,1,29190,,"C25H32O8 [ C25 H32 O8, tgt=, overall=80.40, db=80.40 ]",,,C25H32O8,8.621001,"(461.2165, 12438.05)(462.22, 3207.37)",460.2085,,C25 H32 O8,50,FindByFormula
1561.0114@12.640996,1,1,1,109708,304696,1,1,1,1,1,1,1,1,1,1,1,1,44084,134998,111371,1,110574,1,1,91975,1,1,315532,288113,1,214751,1,1,1,1,1,1,1,1,120635,163111,1,1,1,1,1,1,1,147673,1,1,,,,,1561.0114@12.640996,12.640996,"(781.5118, 3313.66)(782.0107, 2087.27)(782.5098, 3748.21)",1561.0114,,,47,FindByFormula
918.7242@15.187007,1,1,1,1,1,1,1,1,45144,33085,44502,1,122430,51739,126225,61933,1,1,1,1,55031,1,1,74673,58146,1,38722,42034,1,41621,1,36733,57030,1,1,1,1,34249,103738,155451,40009,83964,38558,1,35268,1,1,1,40692,1,1,,,,,918.7242@15.187007,15.187007,"(919.7319, 4467.74)(920.7353, 2600.93)",918.7242,,,50,FindByFormula
C32H22N2O3,1,1,1,1,1,1,1,1,1,35347,24896,36422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35249,50737,91139,1,1,1,12861,14034,22329,39836,37069,26562,1,1,1,1,1,1,1,47119,1,1,1,46941,,"C32H22N2O3 [ C32 H22 N2 O3, tgt=, overall=77.25, db=77.25 ]",,,C32H22N2O3,8.954995,"(483.1698, 12823.66)(484.1731, 3915.02)",482.1648,,C32 H22 N2 O3,50,FindByFormula
1152.712@12.950006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87126,1,1,1,1,1,1,1,1,1,1,1,1,1,25167,1,1,1,1,1,1,62229,31147,58385,43334,76864,133043,1,1,44235,50566,1,1,,,,,1152.712@12.950006,12.950006,"(1153.7211, 8277.63)(1154.7242, 5015.31)",1152.712,,,49,FindByFormula
758.4656@11.091002,1,1,1,150076,137143,131723,133793,144706,143129,129033,152323,146837,134344,123909,117494,127691,139460,117759,123424,90284,128907,120356,128087,138994,121483,142799,124077,118879,124987,147886,124453,118336,120886,114456,123741,137916,124130,122414,126208,107782,131293,115662,97468,111315,118577,1,135801,124893,113258,133419,117975,,,,,758.4656@11.091002,11.091002,"(380.241, 6337.04)(380.7427, 2157.84)(381.2516, 2199.56)",758.4656,,,50,FindByFormula
874.6008@11.462004,1,1,1,88411,92486,1,91287,54711,87647,1,1,93859,1,96340,79317,79182,108924,87912,78535,1,1,1,98849,104225,87563,95613,90886,85620,107202,148213,106030,112854,114426,95468,96220,118555,108447,106958,90477,94145,110801,95101,75828,115414,114672,1,129981,109369,88028,110971,1,,,,,874.6008@11.462004,11.462004,"(438.3092, 5497.75)(438.8111, 2623.48)(875.613, 2671.05)",874.6008,,,42,FindByFormula
670.4771@11.103,1,1,1,79104,76127,91892,76406,47415,73360,76531,66770,81731,86128,81356,67530,68175,95873,72336,64614,31476,76547,66275,84872,87450,72845,80721,74769,77776,94779,133426,101471,102492,102352,87315,84649,107825,95069,92257,77901,78684,100592,81078,65457,103542,109403,1,129139,105028,76774,105937,87578,,,,,670.4771@11.103,11.103,"(671.4834, 7134.13)(672.4866, 2673.85)",670.4771,,,50,FindByFormula
C32H67O8P,1,1,1,77994,86067,120547,73263,119721,80342,76059,48088,65291,95198,69404,55100,66075,84918,88892,42748,108644,90083,45651,69355,127649,71809,94818,75462,1,1,145606,49779,95974,152988,110121,63943,79070,36262,96770,61693,174574,59504,92563,93902,1,58911,1,1,78065,37389,32428,1,,"C32H67O8P [ C32 H67 O8 P, tgt=, overall=62.46, db=62.46 ]",,,C32H67O8P,13.552001,"(611.4623, 5120.72)(612.4656, 2129.44)",610.4531,,C32 H67 O8 P,50,FindByFormula
C22H26F2N2O,1,1,1,39894,17713,40184,28122,22255,35751,44194,41418,37840,60759,49713,31056,66387,44667,61773,42507,28222,54864,43174,45219,70255,40362,50853,50993,77443,76676,74190,65121,55570,55801,52271,77397,64952,51734,62293,49813,104658,71934,72638,37046,28769,46026,37237,28077,76167,62339,58818,54579,,"C22H26F2N2O [ C22 H26 F2 N2 O, tgt=, overall=79.08, db=79.08 ]",,,C22H26F2N2O,12.2000065,"(373.2071, 10197.9)(374.2103, 2390.98)",372.1968,,C22 H26 F2 N2 O,50,FindByFormula
C30H41NO9P,1,1,1,1,1,39649,1,1,1,1,1,1,1,1,40512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83029,106984,99432,129356,125076,1,1,1,1,1,1,136701,88048,68378,47965,114578,103284,1,61726,108291,113075,,"C30H41NO9P [ C30 H41 N O9 P, tgt=, overall=67.55, db=67.55 ]",,,C30H41NO9P,15.241009,"(591.2602, 5717.65)(592.2622, 2279.02)",590.2542,,C30 H41 N O9 P,50,FindByFormula
858.6262@13.231996,1,1,1,97263,92852,129997,109545,1,99326,90790,72412,91078,89171,65552,49659,17844,111386,116732,74699,115435,113831,92571,116031,93699,104293,112956,112148,18539,46200,100611,34886,41328,59374,96434,84475,131651,91951,67691,24537,67388,39000,54247,1,1,1,18820,1,1,25956,32036,19731,,,,,858.6262@13.231996,13.231996,"(859.6366, 7534.91)(860.6393, 4392.87)",858.6262,,,47,FindByFormula
C19H36O2,1,1,1,1,1,1,1,96954,1,1,1,1,53730,1,1,38246,1,83771,1,1,99384,62509,88616,112271,80397,99953,84156,1,91918,85932,1,101678,1,54696,98045,68754,39062,48950,22214,134761,53990,207176,108810,60829,1,1,1,1,90607,1,1,,"C19H36O2 [ C19 H36 O2, tgt=, overall=78.85, db=78.85 ]",,,C19H36O2,12.520997,"(297.2774, 11184.03)(298.2805, 2340.86)",296.269,,C19 H36 O2,50,FindByFormula
1418.8728@11.495998,1,1,1,188470,179417,162876,171769,100968,152778,172763,164875,173279,188446,179443,158005,29013,35697,35568,158733,91789,186002,160881,179898,182043,175581,184187,167677,35594,212870,232478,219754,179625,189645,140577,138827,150528,130192,144171,162318,197171,219217,242237,46865,53322,49301,1,40142,41531,194303,191199,192668,,,,,1418.8728@11.495998,11.495998,"(710.4455, 11842.17)(710.9471, 4023.55)",1418.8728,,,50,FindByFormula
C25H46N4O8 12.221004,1,1,1,85829,70130,43331,47097,1,44091,1,1,26683,80077,71182,52680,32971,49981,1,64763,42348,60362,1,56265,25207,38561,1,49328,1,1,124024,726533,131537,589894,21123,37240,1,172212,110413,24247,59674,44805,58483,440785,43114,1,1,13826,19147,1,56633,53367,,"C25H46N4O8 [ C25 H46 N4 O8, tgt=, overall=73.54, db=73.54 ]",,,C25H46N4O8 12.221004,12.221004,"(531.3397, 26963.79)(532.3434, 9085.22)",530.3176,,C25 H46 N4 O8,48,FindByFormula
806.553@11.290002,1,1,1,1,1,29298,1,1,1,1,1,53501,1,1,1,1,1,1,1,1,1,1,1,1,76996,1,1,27094,45551,119740,56392,1,1,144176,98116,53161,66895,42331,34854,1,1,1,117434,1,116751,1,512581,238295,1,1,1,,,,,806.553@11.290002,11.290002,"(807.5639, 12656.69)(808.567, 6299.36)",806.553,,,42,FindByFormula
C16H24N6,1,14992,7496.5,74578,124046,100771,41087,24770,68834,45767,22889,25170,1,1,1,1,78742,1,67703,78309,1,37574,1,93647,60816,120217,1,103901,1,46989,40529,42253,43093,98593,42081,64709,38272,74394,1,54076,59328,55682,216997,303505,62396,45694,96556,80770,36546,73873,86621,,"C16H24N6 [ C16 H24 N6, tgt=, overall=82.25, db=82.25 ]",,,C16H24N6,11.225001,"(301.2132, 9592.94)(302.2158, 2298.88)",300.2019,,C16 H24 N6,50,FindByFormula
712.4649@12.700996,1,1,1,287937,261154,255523,1,165951,1,1,211694,221472,1,117254,200668,1,260823,1,265004,166182,232077,216664,1,249721,239059,231379,234677,279177,263159,268767,266347,256506,256958,1,1,1,264209,1,1,207836,231140,185064,205610,233526,1,1,1,1,1,201087,187936,,,,,712.4649@12.700996,12.700996,"(713.4838, 2790.46)(714.4793, 1970.41)(715.492, 3220.41)",712.4649,,,34,FindByFormula
C46H50P2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64887,1,1,1,1,1,1,1,1,43020,54616,103713,102595,117000,98007,53509,78922,81005,64698,52479,32527,45040,56302,49115,62405,94709,91829,32283,156867,129355,56432,89368,51901,,"C46H50P2 [ C46 H50 P2, tgt=, overall=66.06, db=66.06 ]",,,C46H50P2,11.299995,"(665.3449, 5378.19)(666.347, 1942.35)",664.3316,,C46 H50 P2,50,FindByFormula
C15H21FN4O2 8.462003,1,1,1,207681,219333,192702,183458,90957,184443,192517,114362,429354,166714,140834,78200,57578,208772,166714,226344,245999,160830,114690,174029,141459,141065,145841,130126,93676,83560,158997,134967,132951,146778,155324,144851,181563,136464,101962,61527,38861,110612,59267,74718,141328,145896,1,196846,52309,68117,71909,131455,,"C15H21FN4O2 [ C15 H21 F N4 O2, tgt=, overall=86.27, db=86.27 ]",,,C15H21FN4O2 8.462003,8.462003,"(309.1721, 15802.05)(310.1755, 2665.24)",308.1618,,C15 H21 F N4 O2,50,FindByFormula
C26H44N10O7,1,1,1,35510,1,47781,44303,1,35296,1,1,45291,32323,33422,1,1,68285,1,40153,1,40912,24607,40669,45400,1,1,1,53874,76197,123458,126861,154910,154414,79269,110612,114242,101161,75508,50648,86074,89457,84843,158775,149252,153342,40418,182140,167096,90286,124247,89943,,"C26H44N10O7 [ C26 H44 N10 O7, tgt=, overall=46.28, db=46.28 ]",,,C26H44N10O7,11.083992,"(609.352, 6281.17)(610.3543, 2288.35)",608.3494,,C26 H44 N10 O7,50,FindByFormula
C12H20N8O6,1,1,1,42566,41860,40678,22100,17001,1,1,1,1,1,1,24350,1,76394,100654,1,1,1,1,17219,1,1,74644,1,19186,25392,35254,32580,27780,27615,19984,26861,28854,63099,49848,1,1,1,1,21531,29133,1,1,27646,1,1,1,21102,,"C12H20N8O6 [ C12 H20 N8 O6, tgt=, overall=77.34, db=77.34 ]",,,C12H20N8O6,10.032005,"(373.1572, 9980.8)(374.161, 2062.61)",372.1498,,C12 H20 N8 O6,50,FindByFormula
C24H32N4O8,1,1,1,39114,1,59690,57566,29346,48731,52646,48083,60725,55268,47156,42110,32318,39909,1,52545,1,66421,45360,65799,73247,50188,1,49710,48739,68302,115230,107110,115353,115410,81486,95126,106715,72377,84500,1,1,1,1,63090,89328,1,1,136833,1,1,1,74525,,"C24H32N4O8 [ C24 H32 N4 O8, tgt=, overall=79.65, db=79.65 ]",,,C24H32N4O8,9.536995,"(505.2298, 6704.58)(506.2331, 1884.08)",504.2249,,C24 H32 N4 O8,50,FindByFormula
C16H32O6Si,1,1,1,63070,44186,62835,60503,45894,71316,81314,74382,71938,85124,80151,65754,90162,73847,98038,64346,56602,78419,78558,70670,83984,72432,89836,84303,70954,79371,65755,66616,57621,57646,55162,65998,65933,61068,63034,64436,99447,71849,73030,48685,32159,51121,59085,29664,71611,59055,62604,58489,,"C16H32O6Si [ C16 H32 O6 Si, tgt=, overall=72.09, db=72.09 ]",,,C16H32O6Si,12.2560005,"(349.2049, 10501.32)(350.2086, 2186.94)",348.1963,,C16 H32 O6 Si,50,FindByFormula
C33H50O4,1,1,1,60191,60621,67577,62672,36056,55893,58136,53072,59379,60798,59210,49448,51837,74627,54831,51023,27943,57698,52308,63518,70313,54802,59583,55539,53183,71570,101160,80152,77954,77819,66972,65155,85074,70392,70758,59133,59884,72272,62550,48425,78931,82661,1,99769,80731,54179,82613,68361,,"C33H50O4 [ C33 H50 O4, tgt=, overall=74.62, db=74.62 ]",,,C33H50O4,10.583992,"(511.3774, 6861.91)(512.3804, 2058.48)",510.3711,,C33 H50 O4,50,FindByFormula
1601.0417@12.700995,1,1,1,350464,284906,271391,199542,178342,118889,224170,247945,259751,278317,119423,207259,186727,296405,180725,276646,165793,268441,229907,244487,279820,264750,250460,267118,343570,294915,1,197739,1,1,231151,269312,316834,239987,383988,294264,279482,269384,227233,148582,146441,117839,1,259328,244208,274354,323311,293699,,,,,1601.0417@12.700995,12.700995,"(801.5321, 2325.84)(802.0343, 1647.27)(802.5366, 3063.64)",1601.0417,,,47,FindByFormula
1520.9448@11.601006,1,1,1,115211,120909,121035,114205,67033,102191,117378,109806,101247,124259,118470,101215,29392,36461,33260,90770,62449,94049,107630,111091,98985,93627,122722,111243,33877,109997,130572,108321,102641,112306,161219,127500,140700,124608,139938,151424,120808,140827,143305,37463,49427,48684,1,31557,39205,22852,135783,118892,,,,,1520.9448@11.601006,11.601006,"(761.4765, 10355.46)(761.977, 3539.5)",1520.9448,,,50,FindByFormula
C25H18N6O6,1,1,1,1,1,1,1,1,1,41343,31454,44303,1,1,1,1,1,1,1,1,1,1,1,13676,1,14418,1,38956,55654,91338,1,1,1,14258,15222,21624,43592,38458,31581,1,1,1,1,1,1,1,46300,1,1,1,48136,,"C25H18N6O6 [ C25 H18 N6 O6, tgt=, overall=79.62, db=79.62 ]",,,C25H18N6O6,8.951997,"(499.1354, 12448.49)(500.1387, 3683.8)",498.1298,,C25 H18 N6 O6,50,FindByFormula
C16H28N5O3,1,1,1,1,1,1,24677,1,21652,27260,1,28985,1,1,1,14204,1,1,16460,1,29147,1,46235,25061,36889,1,1,1,1,8536,1,1,1,44420,109812,82776,1,1,1,42485,22230,35189,1,1,1,18957,1,69884,39725,27516,26865,,"C16H28N5O3 [ C16 H28 N5 O3, tgt=, overall=77.27, db=77.27 ]",,,C16H28N5O3,11.4190035,"(339.2255, 7767.48)(340.2288, 2011.1)",338.2209,,C16 H28 N5 O3,49,FindByFormula
C18H30N2O3S,1,1,1,2248021,101784,176238,156636,101967,139929,175065,2431354,193395,136068,121914,134675,2129027,4822415,557264,133629,1410710,146766,2162566,160725,175447,1882503,372672,1878697,2108081,154256,229574,204038,226053,220504,210209,225596,261597,177258,159967,1938950,160884,208288,162603,146498,250292,258007,110005,386824,338456,174214,224706,175792,,"C18H30N2O3S [ C18 H30 N2 O3 S, tgt=, overall=73.57, db=73.57 ]",,,C18H30N2O3S,9.463996,"(355.2047, 387588.53)(356.2075, 63121.98)",354.1983,,C18 H30 N2 O3 S,50,FindByFormula
C35H58N4O,1,1,1,1,1,68446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54744,1,1,1,1,1,105343,69989,124826,115125,1,1,1,1,1,1,212689,54057,206926,69197,107804,171613,1,1,161848,60554,1,1,,"C35H58N4O [ C35 H58 N4 O, tgt=, overall=50.41, db=50.41 ]",,,C35H58N4O,13.0739975,"(551.4637, 3317.51)(552.4674, 1209.23)",550.4578,,C35 H58 N4 O,50,FindByFormula
668.4149@11.433005,1,1,1,1,29690,39661,105129,1,90784,70681,1,91028,58304,28222,1,104896,1,1,106127,38194,98525,90614,115476,128383,101397,1,97727,1,107589,139072,158857,164612,114189,57926,147450,146353,93177,161150,52556,22425,85634,111591,88316,157610,201581,39453,163052,148853,105704,81146,98139,,,,,668.4149@11.433005,11.433005,"(669.4214, 17638.33)(670.4233, 4797.88)",668.4149,,,48,FindByFormula
C18H15N3S,1,1,1,30737,1,58147,1,1,1,34894,31710,35920,41313,36689,27925,1,1,1,1,1,20069,48007,1,1,22935,1,22174,49644,69682,100666,37170,40843,37906,56436,64727,76950,51265,51478,41023,39707,48539,41922,33213,54571,70096,1,1,87549,38642,58066,43966,,"C18H15N3S [ C18 H15 N3 S, tgt=, overall=68.73, db=68.73 ]",,,C18H15N3S,10.2890005,"(306.107, 10082.85)(307.1079, 2463.04)",305.0989,,C18 H15 N3 S,47,FindByFormula
C22H32O9,1,1,1,51001,50425,40872,43250,12894,40389,36957,25826,35509,20424,17630,16959,1,91030,39604,46533,17231,50749,23517,42247,25265,19963,35362,19181,14643,20280,36127,30635,33755,35926,46624,37598,62642,25707,19490,1,1,1,1,1,33532,1,1,72542,1,1,1,19415,,"C22H32O9 [ C22 H32 O9, tgt=, overall=79.51, db=79.51 ]",,,C22H32O9,6.0209975,"(441.2109, 14546.97)(442.2142, 3422.61)",440.2022,,C22 H32 O9,50,FindByFormula
C22H31O2P 10.378999,1,1,1,451966,365638,105380,385820,276878,324455,244141,300087,77100,1310380,1095885,132191,876502,470486,256680,77023,168379,643715,369650,433779,596718,390442,185230,396464,928702,1267422,291969,2166797,2242741,2241867,573844,533014,754609,274465,1138464,208361,651829,559643,508377,678148,1385917,1175943,1,103900,176866,309209,409521,484047,,"C22H31O2P [ C22 H31 O2 P, tgt=, overall=82.32, db=82.32 ]",,,C22H31O2P 10.378999,10.378999,"(359.2137, 54797.31)(360.2167, 10914.21)",358.2077,,C22 H31 O2 P,50,FindByFormula
C23H42N2O6 12.400001,1,1,1,96929,80902,118046,77448,58894,74422,71227,72241,84392,105850,85856,67111,95867,87551,78159,54777,1,74231,71161,98894,103255,68509,1,1,88024,122447,183983,147405,151890,136622,73307,118084,136963,114589,100395,67307,258668,171177,238196,118328,155884,147006,55519,64164,168846,111482,124529,97304,,"C23H42N2O6 [ C23 H42 N2 O6, tgt=, overall=75.26, db=75.26 ]",,,C23H42N2O6 12.400001,12.400001,"(443.3101, 10282.33)(444.3136, 3014.8)",442.3082,,C23 H42 N2 O6,48,FindByFormula
C15H11N5O6,1,1,1,92022,83637,68011,74397,32220,58280,78148,63933,62060,59230,47446,51535,56191,71646,37272,88539,33148,92479,59833,75776,68460,53915,31201,52053,72591,83996,80640,87093,80643,93852,87525,79611,89105,53569,61968,61823,72051,62928,69504,46783,76047,84475,1,104726,103421,69925,78147,70564,,"C15H11N5O6 [ C15 H11 N5 O6, tgt=, overall=78.05, db=78.05 ]",,,C15H11N5O6,2.8179998,"(358.0786, 10099.15)(359.0828, 2244.37)",357.0694,,C15 H11 N5 O6,50,FindByFormula
C24H27FN6O2 9.979003,1,1,1,111431,98605,67171,61692,87864,138718,40765,83077,54597,48822,43893,1,40324,108240,79216,55852,56203,61339,41452,57584,66453,123652,43101,114493,327130,1,507236,1,1,71406,74435,81329,94331,434096,497302,239910,35707,41990,30426,54717,604266,71744,102779,89344,78545,32922,490203,37318,,"C24H27FN6O2 [ C24 H27 F N6 O2, tgt=, overall=77.57, db=77.57 ]",,,C24H27FN6O2 9.979003,9.979003,"(451.2248, 49998.38)(452.2279, 10731.33)",450.2153,,C24 H27 F N6 O2,46,FindByFormula
