# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : MassHunterQual.IDENTIFIED_UNIDENTIFIED_COMPOUNDS.Pooled blood neg_2018_Aug_03_09_33_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Fri Aug 03 09:36:41 EDT 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,48_T1,48_T2,48_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,Alignment Value,Annotations,CAS Number,ChEBI ID,Compound Name,CompoundAlgo,Formula,Frequency,Ionization mode,Mass,MS1 Composite Spectrum,Retention Time
C36H76O5P2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35218,34846,25119,1,1,1,1,1,1,1,1,1,1,1,1,1,50583,45926,1,1,1,1,114479,1,,"C36H76O5P2 [ C36 H76 O5 P2, tgt=, overall=58.67, db=58.67 ]",,,C36H76O5P2,FindByFormula,C36 H76 O5 P2,51,,650.4945,"(649.5115, 3807.67)(650.5126, 887.55)",11.445004
C33H24N6O3,1,1,1,1,1,1,1,1,1,1,1,1,1,14935,1,19637,18856,22070,21186,1,23470,19552,21039,26235,21427,26351,23898,24044,1,1,1,1,1,1,1,1,1,1,1,1,1,17896,17449,1,1,1,1,24381,32207,30198,36635,,"C33H24N6O3 [ C33 H24 N6 O3, tgt=, overall=60.11, db=60.11 ]",,,C33H24N6O3,FindByFormula,C33 H24 N6 O3,51,,552.1998,"(551.1817, 3855.94)(552.1863, 908.0)",12.286993
C21H19N3O4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33953,28841,32499,1,1,17449,1,1,1,27819,1,17256,1,1,13087,19275,29342,12969,1,1,1,1,1,18435,,"C21H19N3O4 [ C21 H19 N3 O4, tgt=, overall=78.90, db=78.90 ]",,,C21H19N3O4,FindByFormula,C21 H19 N3 O4,51,,377.1443,"(376.1308, 4073.68)(377.133, 1154.57)",12.508996
C24H22N2O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21371,29132,32534,1,1,1,1,1,1,1,1,1,,"C24H22N2O [ C24 H22 N2 O, tgt=, overall=81.03, db=81.03 ]",,,C24H22N2O,FindByFormula,C24 H22 N2 O,51,,354.1705,"(353.165, 3853.02)(354.1686, 912.1)",8.648003
1729.682@1.1339997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30628,26185,25097,1,25414,22038,29054,23785,30848,38461,32812,35776,27368,26447,23431,35076,35018,30970,13990,10207,1,1,1,22147,,,,,1729.682@1.1339997,FindByFormula,,51,,1729.682,"(863.8373, 5318.16)(864.3387, 1729.63)(864.8379, 1139.63)",1.1339997
C19H16F2O6,1,1,1,20035,18551,23521,1,1,1,21130,25651,20640,27448,26044,23242,26076,21836,1,24569,1,36856,24343,23630,32800,31396,1,31056,32473,29538,1,1,40459,1,1,1,34876,1,17827,1,27271,33328,38212,33618,34679,36228,33817,40882,42499,29613,32991,36909,,"C19H16F2O6 [ C19 H16 F2 O6, tgt=, overall=70.60, db=70.60 ]",,,C19H16F2O6,FindByFormula,C19 H16 F2 O6,51,,378.0946,"(377.0827, 3475.03)(378.0871, 484.15)",7.2709966
C19H18Cl2N2O4,1,1,1,21028,20750,23842,24571,15688,24784,24310,18618,23320,14983,1,14056,1,22609,14596,39393,1,29122,21948,23169,21646,15724,1,14439,1,25525,1,1,38959,1,1,1,23655,1,1,1,20907,22801,24722,24281,27792,27560,33378,27181,35367,17953,19089,1,,"C19H18Cl2N2O4 [ C19 H18 Cl2 N2 O4, tgt=, overall=59.40, db=59.40 ]",,,C19H18Cl2N2O4,FindByFormula,C19 H18 Cl2 N2 O4,51,,408.0671,"(407.0573, 4954.94)(408.0605, 601.9)",4.8829985
C24H38N4O6S,1,1,1,80381,71251,69738,80750,52869,93773,55221,34044,61101,42293,36899,38250,1,111009,82760,62632,61966,74173,35256,65368,35291,60206,106490,48334,1,43702,1,1,89495,1,1,1,71271,1,1,1,45996,57687,93793,69535,60833,60543,84249,88930,131968,76286,64774,1,,"C24H38N4O6S [ C24 H38 N4 O6 S, tgt=, overall=71.34, db=71.34 ]",,,C24H38N4O6S,FindByFormula,C24 H38 N4 O6 S,51,,510.2509,"(509.2439, 7426.4)(510.2469, 1896.01)",9.8359995
2403.609@1.1409997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30785,27205,20521,1,28530,20106,25354,14510,23287,37083,31927,30807,19671,19626,13602,26429,30057,18767,1,1,1,1,1,16642,,,,,2403.609@1.1409997,FindByFormula,,51,,2403.609,"(1200.8013, 6639.45)(1201.3069, 2269.86)(1201.8059, 1595.84)",1.1409997
C19H13NO3S2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39535,19537,1,1,1,1,1,1,,"C19H13NO3S2 [ C19 H13 N O3 S2, tgt=, overall=65.25, db=65.25 ]",,,C19H13NO3S2,FindByFormula,C19 H13 N O3 S2,51,,367.0336,"(366.0263, 3431.22)(367.0302, 598.8)",7.614004
C19H38O3S 11.377996,1,1,1,40728,1,50379,1,1,1,1,1,1,87579,72150,51039,84254,1,1,1,1,35846,1,1,46818,1,1,1,56581,64321,362134,1,1,82107,136451,65270,71023,356077,132827,334920,59583,77751,176019,133646,504923,194579,1,1,24305,71315,141158,85328,,"C19H38O3S [ C19 H38 O3 S, tgt=, overall=73.85, db=73.85 ]",,,C19H38O3S 11.377996,FindByFormula,C19 H38 O3 S,51,,346.2541,"(345.2474, 17403.0)(346.2508, 3924.84)",11.377996
1038.8387@14.218,1,1,1,74421,1,191841,1,1,1,1,215313,26832,184319,175268,147833,30276,160870,209349,209613,240968,144819,20929,189886,236325,35788,185301,214118,256737,23804,5361,1,1,1,1,1,43324,49703,1,44600,1,27979,41261,46905,48412,36974,55030,139159,69897,134850,164201,163785,,,,,1038.8387@14.218,FindByFormula,,50,,1038.8387,"(1037.8254, 4274.13)(1038.8285, 3126.92)",14.218
C32H52N6O10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27981,43329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27747,1,1,1,1,,"C32H52N6O10 [ C32 H52 N6 O10, tgt=, overall=63.16, db=63.16 ]",,,C32H52N6O10,FindByFormula,C32 H52 N6 O10,51,,680.3804,"(679.3696, 2768.55)(680.3732, 1110.75)",8.798003
C14H20O7 4.8020015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32646,27935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,"C14H20O7 [ C14 H20 O7, tgt=, overall=84.26, db=84.26 ]",,,C14H20O7 4.8020015,FindByFormula,C14 H20 O7,51,,300.1216,"(299.1142, 2761.26)(300.1175, 453.92)",4.8020015
C46H54O16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24582,1,1,1,1,1,1,1,1,1,1,1,1,1,34447,29691,42609,19957,19732,1,,"C46H54O16 [ C46 H54 O16, tgt=, overall=48.70, db=48.70 ]",,,C46H54O16,FindByFormula,C46 H54 O16,51,,862.3402,"(861.3293, 2953.28)(862.3334, 1253.96)",7.6730022
C48H58N4O9,1,1,1,1,1,1,1,1,1,18390,14672,19974,1,1,1,1,1,1,12036,1,15848,15272,22580,24393,1,1,1,1,1,1,1,1,1,1,1,26363,1,1,1,1,1,1,34852,39527,37272,1,1,1,30150,29070,15513,,"C48H58N4O9 [ C48 H58 N4 O9, tgt=, overall=64.83, db=64.83 ]",,,C48H58N4O9,FindByFormula,C48 H58 N4 O9,51,,834.4197,"(833.4194, 4420.98)(834.4232, 1965.69)(835.4256, 596.09)",8.752006
1026.5739@11.706995,1,1,1,18546,15889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13257,1,14235,1,1,1,1,1,1,1,1,1,19155,1,1,1,33287,1,44398,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1026.5739@11.706995,FindByFormula,,51,,1026.5739,"(1025.5789, 2619.95)(1026.5829, 1431.09)(1027.597, 694.37)",11.706995
1389.7416@1.1339997,1,1,1,1,15802,1,1,1,1,1,1,1,1,1,1,12330,1,1,1,1,1,1,1,13799,1,1,1,31297,28257,25896,1,27765,24849,34034,31106,33941,37968,35332,37115,32258,30725,29892,38288,37429,37725,19851,15655,16078,13668,12225,27060,,,,,1389.7416@1.1339997,FindByFormula,,51,,1389.7416,"(693.866, 5539.51)(694.3679, 1315.66)(694.8691, 971.83)",1.1339997
C19H28O9 6.8710017,1,1,1,32132,27257,26957,34138,21462,30870,30119,22977,30814,29761,22513,13387,1,15571,13474,34329,20748,26220,16259,16761,24407,1,16733,7638,16977,11360,1,1,35006,1,1,1,10308,1,1,1,16084,4534,1,7673,8625,19281,25623,23908,30667,8208,7163,1,,"C19H28O9 [ C19 H28 O9, tgt=, overall=81.37, db=81.37 ]",,,C19H28O9 6.8710017,FindByFormula,C19 H28 O9,50,,400.1727,"(399.1663, 4536.53)(400.1709, 939.76)",6.8710017
C14H20N 9.341002,1,1,1,1,1,31986,1,1,1,1,46456,16230,24566,35503,1,46454,41374,1,42110,1,55358,33428,47335,63628,1,1,1,25560,32743,1,1,82824,1,1,1,33848,1,1,1,18335,21491,35216,70778,86724,63650,32082,21696,34330,25278,71484,45882,,"C14H20N [ C14 H20 N, tgt=, overall=85.75, db=85.75 ]",,,C14H20N 9.341002,FindByFormula,C14 H20 N,51,,202.1581,"(201.1513, 4294.38)(202.1549, 594.35)",9.341002
729.6603@14.372991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,73691,178602,454031,1,68381,84259,158879,1,1,65926,1,82023,1,1,1,1,1,1,1,1,1,1,1,89062,,,,,729.6603@14.372991,FindByFormula,,51,,729.6603,"(728.6453, 14949.79)(729.6487, 6966.65)",14.372991
C13H8F14N8O,1,1,1,32241,31148,32317,33579,28108,40330,31056,33015,31251,32684,33473,26334,21202,1,1,33839,29121,36547,30121,33034,33043,31394,29555,28528,26534,29193,1,1,18787,1,1,20815,33079,1,1,1,35740,30222,33922,33889,31537,38292,23076,1,22764,36431,30803,30118,,"C13H8F14N8O [ C13 H8 F14 N8 O, tgt=, overall=74.75, db=74.75 ]",,,C13H8F14N8O,FindByFormula,C13 H8 F14 N8 O,51,,558.0571,"(557.0496, 2593.06)(558.0527, 436.25)",6.0030003
C19H32O5 12.028996,1,1,1,39236,16931,49559,28341,1,20537,29461,28637,22602,54099,44881,27929,46071,31746,42835,32878,1,45245,35055,29244,45425,34219,25109,38443,19904,110265,163520,1,57332,11382,74245,50181,72785,131253,60832,107301,33323,29595,55208,95196,35399,18517,16694,34167,20002,64073,30365,41880,,"C19H32O5 [ C19 H32 O5, tgt=, overall=80.23, db=80.23 ]",,,C19H32O5 12.028996,FindByFormula,C19 H32 O5,51,,340.2231,"(679.4313, 2437.25)(339.2168, 18239.95)(340.22, 3150.18)",12.028996
C34H30N2O9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19906,1,14470,1,18750,1,1,1,1,1,1,1,11802,1,1,23610,1,1,1,1,1,1,1,1,1,19754,20079,20899,19126,22708,17513,32735,13850,11448,1,,"C34H30N2O9 [ C34 H30 N2 O9, tgt=, overall=53.44, db=53.44 ]",,,C34H30N2O9,FindByFormula,C34 H30 N2 O9,51,,610.2037,"(609.1913, 4614.66)(610.1944, 1202.65)",5.7790017
C29H31N11O8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30026,29862,47267,1,1,1,1,1,1,1,1,1,,"C29H31N11O8 [ C29 H31 N11 O8, tgt=, overall=64.79, db=64.79 ]",,,C29H31N11O8,FindByFormula,C29 H31 N11 O8,51,,661.2366,"(660.2305, 2503.18)(661.23, 1033.48)",8.4140005
C12H14N2O10 7.4479985,1,1,1,47832,47960,41411,43999,43661,53333,54707,52848,56516,50882,47471,45232,42685,28520,54322,26274,37577,29420,26429,28133,24601,62493,64390,61266,65177,27593,29673,1,39130,120524,85059,47773,16347,123226,37602,1,14142,28130,36388,30192,35949,33165,35074,34692,40424,36208,37787,27481,,"C12H14N2O10 [ C12 H14 N2 O10, tgt=, overall=83.99, db=83.99 ]",,,C12H14N2O10 7.4479985,FindByFormula,C12 H14 N2 O10,51,,346.0733,"(345.0577, 7282.06)(346.0605, 876.81)",7.4479985
782.6514@12.612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41407,39618,1,1,39119,1,1,1,37318,1,43168,1,1,1,1,59264,1,1,1,1,1,1,1,,,,,782.6514@12.612,FindByFormula,,51,,782.6514,"(781.6492, 1887.67)(782.6522, 1048.16)",12.612
C38H58O4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85373,1,1,1,85826,1,67072,1,1,1,1,1,1,1,1,1,1,1,1,,"C38H58O4 [ C38 H58 O4, tgt=, overall=35.10, db=35.10 ]",,,C38H58O4,FindByFormula,C38 H58 O4,50,,578.4407,"(577.4331, 1824.22)(578.4356, 729.0)",13.221991
C23H29N5O3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14779,1,1,1,13449,1,1,1,1,1,1,1,1,1,1,28796,1,1,1,1,1,1,1,1,1,22831,18766,22833,19566,21558,20401,33886,13059,12068,1,,"C23H29N5O3 [ C23 H29 N5 O3, tgt=, overall=76.13, db=76.13 ]",,,C23H29N5O3,FindByFormula,C23 H29 N5 O3,50,,423.2284,"(422.2182, 4191.59)(423.2213, 954.49)",6.682004
C29H46N8O9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26925,31918,43271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,"C29H46N8O9 [ C29 H46 N8 O9, tgt=, overall=57.21, db=57.21 ]",,,C29H46N8O9,FindByFormula,C29 H46 N8 O9,51,,650.3431,"(649.3345, 3223.22)(650.337, 1404.14)",9.773994
C19H14F6N2O4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32134,34621,32690,1,1,1,1,1,1,1,1,1,1,1,1,14095,17098,25995,1,1,1,23659,15937,30638,1,1,1,,"C19H14F6N2O4 [ C19 H14 F6 N2 O4, tgt=, overall=84.17, db=84.17 ]",,,C19H14F6N2O4,FindByFormula,C19 H14 F6 N2 O4,51,,448.0941,"(447.0782, 4734.6)(448.0811, 1075.13)",4.063002
806.5675@11.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41919,14160,28004,10914,1,1,22893,20598,19485,1,,,,,806.5675@11.25,FindByFormula,,50,,806.5675,"(805.573, 3744.15)(806.5759, 2036.56)",11.25
C14H13F3N4O,1,1,1,31102,28987,28596,32516,21117,29543,29484,25753,26047,24926,22920,46646,29628,34189,27288,27549,1,31617,25280,27541,29297,22569,26064,22426,23072,32787,22858,1,37993,1,20718,31597,26622,30545,36503,20823,26862,28365,30181,29284,27764,31213,31069,30114,36631,22974,26325,30804,,"C14H13F3N4O [ C14 H13 F3 N4 O, tgt=, overall=85.41, db=85.41 ]",,,C14H13F3N4O,FindByFormula,C14 H13 F3 N4 O,51,,310.1053,"(309.097, 3774.77)(310.1001, 529.77)",7.0539966
C19H26N10O,1,1,1,42655,38226,26074,33371,1,31776,28759,19888,26166,31354,27592,25260,23194,31727,23093,26380,1,19899,20441,26652,28425,22812,21895,17857,26772,32640,32151,1,34563,24806,26929,29361,28803,27072,30887,30208,25871,27879,24351,26714,28270,27287,29354,21964,23476,45827,34821,27374,,"C19H26N10O [ C19 H26 N10 O, tgt=, overall=64.71, db=64.71 ]",,,C19H26N10O,FindByFormula,C19 H26 N10 O,51,,410.2284,"(409.2197, 3604.3)(410.2249, 615.72)",8.053994
1053.7202@11.027004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18502,18577,1,1,1,1,1,1,1,21993,1,1,1,1,1,45085,34120,1,1,1,1,1,1,,,,,1053.7202@11.027004,FindByFormula,,51,,1053.7202,"(1052.7172, 2305.85)(1053.7196, 1433.6)(1054.7231, 451.49)",11.027004
C17H24N4O2 9.342995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62663,56501,1,1,51338,1,52103,53900,1,1,1,22028,33620,1,1,51920,1,1,1,48368,1,1,1,57229,23624,47408,18156,63478,31044,46571,24239,76263,33976,32445,1,,"C17H24N4O2 [ C17 H24 N4 O2, tgt=, overall=85.78, db=85.78 ]",,,C17H24N4O2 9.342995,FindByFormula,C17 H24 N4 O2,51,,316.1924,"(315.183, 5322.02)(316.1861, 1048.26)",9.342995
C33H62N2O6,1,1,1,1,1,1,1,1,1,15479,11662,1,15973,17285,14693,19155,16519,20425,19742,1,17533,15481,15341,19102,20846,23649,20138,46804,20226,130412,1,18189,110482,42758,22339,31797,119880,30502,134478,19588,21184,39895,24256,181781,27231,1,13120,17431,40599,28008,38599,,"C33H62N2O6 [ C33 H62 N2 O6, tgt=, overall=71.42, db=71.42 ]",,,C33H62N2O6,FindByFormula,C33 H62 N2 O6,51,,582.4729,"(581.4536, 3363.39)(582.457, 1424.53)",12.283998
C17H18N4O4S,1,1,1,129093,133317,134182,144774,123411,145362,154080,131683,139574,132960,129887,124904,106060,140878,113216,130248,96542,151974,104172,107467,104633,128031,124910,130649,120980,205058,70665,1,33790,16496,50580,89087,148285,45120,84890,40918,124437,148448,24414,23014,26324,23643,23912,21448,31334,148685,136553,117753,,"C17H18N4O4S [ C17 H18 N4 O4 S, tgt=, overall=69.43, db=69.43 ]",,,C17H18N4O4S,FindByFormula,C17 H18 N4 O4 S,51,,374.1074,"(373.0972, 17897.02)(374.0996, 4707.82)",8.769004
C28H46N8O17,1,1,1,1,1,1,10852,1,11642,1,1,1,1,1,1,1,1,1,12220,1,16293,1,1,1,1,1,1,1,16035,1,1,41811,1,1,1,11681,1,1,1,1,11932,17242,19218,21849,19775,15701,12876,23398,11649,10903,1,,"C28H46N8O17 [ C28 H46 N8 O17, tgt=, overall=50.76, db=50.76 ]",,,C28H46N8O17,FindByFormula,C28 H46 N8 O17,51,,766.307,"(765.2956, 5006.32)(766.2989, 1694.88)",5.9929996
C20H38O2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13526,1,21787,1,1,20074,1,1,1,24292,1,17624,1,1,1,1,34463,14815,1,1,1,1,1,15667,,"C20H38O2 [ C20 H38 O2, tgt=, overall=59.13, db=59.13 ]",,,C20H38O2,FindByFormula,C20 H38 O2,51,,310.2899,"(309.2831, 4188.17)(310.2869, 989.31)",12.890009
C19H26NO2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56520,1,1,1,1,1,1,1,1,1,1,49764,36464,54736,1,37854,66897,1,1,1,,"C19H26NO2 [ C19 H26 N O2, tgt=, overall=80.08, db=80.08 ]",,,C19H26NO2,FindByFormula,C19 H26 N O2,51,,300.1969,"(299.1894, 2548.94)(300.1928, 430.6)",9.678993
1006.752@14.236003,1,1,1,302356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,250644,1,1,1,1,1,1,54835,58916,53322,1,23627,1,15089,1,1,13880,1,1,1,1,1,1,30821,1,1,1,1,190658,1,93543,,,,,1006.752@14.236003,FindByFormula,,51,,1006.752,"(1005.7466, 3842.34)(1006.7493, 2481.19)",14.236003
C81H35N,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9909,15312,1,1,31411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,"C81H35N [ C81 H35 N, tgt=, overall=24.26, db=24.26 ]",,,C81H35N,FindByFormula,C81 H35 N,51,,1021.279,"(1020.2787, 5121.49)(1021.2818, 1693.98)",1.2080001
C17H14ClFN2OS2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17796,19267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17903,25162,27982,27161,30607,27184,42817,1,1,1,,"C17H14ClFN2OS2 [ C17 H14 Cl F N2 O S2, tgt=, overall=48.65, db=48.65 ]",,,C17H14ClFN2OS2,FindByFormula,C17 H14 Cl F N2 O S2,51,,380.0222,"(379.0126, 2710.99)(380.0195, 1064.08)",8.846993
852.9716@1.2060004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23996,25385,30178,1,26786,29707,20551,14634,12552,34808,27601,31967,17982,17105,1,19485,20181,20180,1,18703,1,14559,16788,1,,,,,852.9716@1.2060004,FindByFormula,,51,,852.9716,"(851.9666, 4873.2)(852.9696, 915.83)",1.2060004
C16H7F17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23618,30176,37064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,"C16H7F17 [ C16 H7 F17, tgt=, overall=74.96, db=74.96 ]",,,C16H7F17,FindByFormula,C16 H7 F17,51,,522.0305,"(521.022, 3429.21)(522.0255, 790.04)",9.773994
C19H27IN4O5 7.6310024 :1,1,1,1,90063,85668,84123,91481,95913,43524,92702,40819,92384,93782,93904,91073,94382,78835,89375,86239,75053,77276,88872,84035,87269,96825,95040,95995,69947,57610,59651,1,55459,1,50635,116164,90014,29183,73209,36772,47196,76168,64815,39090,72267,75897,22212,16456,20903,22245,24302,27748,,"C19H27IN4O5 [ C19 H27 I N4 O5, tgt=, overall=82.20, db=82.20 ]",,,C19H27IN4O5 7.6310024 :1,FindByFormula,C19 H27 I N4 O5,51,,518.1008,"(517.0955, 5772.84)(518.0987, 1061.07)",7.6310024
C20H26N6O9,1,1,1,29705,28006,33432,35566,21725,34532,28778,23705,29861,28029,25965,24754,1,22274,1,28876,1,35590,22785,32128,24313,26308,16428,22559,14184,19942,1,1,34275,1,1,1,34206,1,1,1,25022,31597,35655,29054,28738,25808,38561,23128,37695,29275,26268,1,,"C20H26N6O9 [ C20 H26 N6 O9, tgt=, overall=79.74, db=79.74 ]",,,C20H26N6O9,FindByFormula,C20 H26 N6 O9,51,,494.1781,"(493.1692, 4109.57)(494.1732, 881.3)",8.655
1116.4001@6.9040003,1,1,1,36184,34340,36557,37594,32000,37071,38043,37950,35421,35949,37018,36201,23035,37905,37417,39110,33362,39791,38949,37671,39333,35617,35498,34673,32050,30955,19954,1,37689,1,13679,17581,34952,17846,22205,1,34468,34612,37939,37450,36393,39134,38343,40165,40573,38385,39293,1,,,,,1116.4001@6.9040003,FindByFormula,,51,,1116.4001,"(1115.3826, 2561.98)(1116.3867, 1377.89)",6.9040003
C31H43N3O8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33682,39167,43922,1,1,1,1,1,1,1,1,1,,"C31H43N3O8 [ C31 H43 N3 O8, tgt=, overall=32.88, db=32.88 ]",,,C31H43N3O8,FindByFormula,C31 H43 N3 O8,51,,585.2957,"(584.2908, 2367.92)(585.296, 955.88)",9.614006
C17H19N2,1,18880,16599,1,18236,16106,16837,18772,19735,19088,18212,1,18817,18463,18440,18014,18094,18585,19045,19288,20235,17910,18887,19873,18474,20389,17853,1,16666,24526,28280,1,27592,21001,25643,21591,27723,22360,25313,20109,17722,20452,19669,37273,27907,17330,1,17318,19672,23876,19040,,"C17H19N2 [ C17 H19 N2, tgt=, overall=80.35, db=80.35 ]",,,C17H19N2,FindByFormula,C17 H19 N2,51,,251.1539,"(250.1477, 4485.54)(251.151, 655.72)",10.880002
C30H19BrN2,1,1,1,34379,24409,30682,21066,1,21588,26896,1,30292,1,1,1,1,29931,20689,18879,1,28459,1,24337,1,30622,26814,32711,1,1,1,1,35700,1,1,1,36701,1,1,1,36779,36373,35505,19782,20643,19382,34540,26611,37591,15424,32068,1,,"C30H19BrN2 [ C30 H19 Br N2, tgt=, overall=59.23, db=59.23 ]",,,C30H19BrN2,FindByFormula,C30 H19 Br N2,51,,486.0794,"(485.0656, 4097.44)(486.0693, 618.61)",3.2300003
C19H26N4O8,1,1,1,1,20005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24663,33268,1,32139,30253,1,24914,1,30494,29845,36344,1,1,1,1,23235,1,1,1,1,1,1,1,,"C19H26N4O8 [ C19 H26 N4 O8, tgt=, overall=80.16, db=80.16 ]",,,C19H26N4O8,FindByFormula,C19 H26 N4 O8,51,,438.1734,"(437.1666, 2579.22)(438.1699, 560.04)",7.9800034
960.2434@10.221003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30630,1,1,32782,1,1,1,43321,1,48571,1,1,1,1,1,1,1,1,1,1,1,1,,,,,960.2434@10.221003,FindByFormula,,51,,960.2434,"(959.2401, 1689.87)(960.2429, 663.25)",10.221003
C21H30NO4 9.221993,1,1,1,46828,39353,72184,65534,42309,67539,45050,46924,49820,55272,110602,39026,59932,82714,48559,58832,1,60642,49202,56635,60389,43173,87357,97526,48997,114330,44078,1,43355,1,46252,26832,56958,23665,58247,44179,113375,65876,94276,84732,109294,68456,96851,107153,101241,79113,70238,31959,,"C21H30NO4 [ C21 H30 N O4, tgt=, overall=82.86, db=82.86 ]",,,C21H30NO4 9.221993,FindByFormula,C21 H30 N O4,51,,360.222,"(359.2101, 7887.42)(360.2134, 1604.64)",9.221993
774.2671@7.6480017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25037,20908,41131,1,1,1,,,,,774.2671@7.6480017,FindByFormula,,51,,774.2671,"(773.2574, 4512.2)(774.2611, 2067.85)",7.6480017
